,Unnamed: 0,track_uri,track_name,artist_name,artist_popularity,artist_followers,artist_genres,album,track_popularity,track_danceability,track_energy,track_loudness,track_tempo,track_duration_ms
117,117,spotify:track:05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,The Black Crowes,65,583753,"('album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'southern rock')",Shake Your Money Maker,72,0.599,0.79,-3.58,103.783,188067
118,118,spotify:track:4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,82,16043328,"('album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock')",The Wall,76,0.693,0.394,-15.882,104.114,238747
119,119,spotify:track:1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,67,2698918,"('blues rock', 'classic rock', 'psychedelic rock', 'rock')",Pearl (Legacy Edition),71,0.43,0.463,-10.96,93.405,271333
120,120,spotify:track:7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,Van Halen,75,4416693,"('album rock', 'classic rock', 'hard rock', 'metal', 'rock')",1984 (Remastered),79,0.572,0.835,-6.219,129.981,241600
121,121,spotify:track:3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,82,22941391,"('glam metal', 'hard rock', 'rock')",Use Your Illusion I,80,0.294,0.641,-9.316,79.759,536067
122,122,spotify:track:07q0QVgO56EorrSGHC48y3,I Was Made For Lovin' You,KISS,75,6639684,"('album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock')",Dynasty,82,0.768,0.852,-6.215,128.373,271240
123,123,spotify:track:2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,84,21747783,"('australian rock', 'hard rock', 'rock')",Dirty Deeds Done Dirt Cheap,74,0.668,0.906,-4.881,135.653,231933
124,124,spotify:track:78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,Led Zeppelin,80,11607650,"('album rock', 'classic rock', 'hard rock', 'rock')",Led Zeppelin III (Remaster),78,0.564,0.932,-10.068,112.937,146250
125,125,spotify:track:5EcvzboYmDIfXo9gPplsSB,Brown Sugar,The Rolling Stones,82,11168521,"('british invasion', 'classic rock', 'rock')",Sticky Fingers (Deluxe),0,0.638,0.931,-3.605,128.662,228667
126,126,spotify:track:5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Tom Petty,71,1814297,"('album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock')",Full Moon Fever,78,0.623,0.449,-13.333,84.383,256000
127,127,spotify:track:5PntSbMHC1ud6Vvl8x56qd,Loser,Beck,69,1299603,"('alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock')",Mellow Gold,71,0.654,0.611,-10.45,85.387,235000
128,128,spotify:track:2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,Joan Jett & The Blackhearts,68,555843,"('glam punk', 'rock')",Up Your Alley,69,0.611,0.883,-11.225,117.928,246800
129,129,spotify:track:1xShPgQbOUa98avWJQFDBY,Personal Jesus - Original Single Version,Depeche Mode,76,4371743,"('dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop')",Personal Jesus,63,0.637,0.682,-11.625,129.983,224907
130,130,spotify:track:4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,69,1148665,"('album rock', 'art rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock')",Leftoverture (Expanded Edition),76,0.482,0.786,-5.735,126.755,323000
131,131,spotify:track:3ovjw5HZZv43SxTwApooCM,Wind Of Change,Scorpions,76,5167766,"('album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock')",Crazy World,80,0.452,0.524,-10.108,151.505,312360
132,132,spotify:track:6NxsCnLeLd8Ai1TrgGxzIx,Bad Moon Rising,Creedence Clearwater Revival,80,4753754,"('album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock')",Green River (40th Anniversary Edition),0,0.647,0.762,-5.856,89.837,141600
133,133,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,Walk This Way (feat. Aerosmith),Run–D.M.C.,69,1036889,"('east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap')",Raising Hell,71,0.761,0.711,-7.989,105.448,310387
134,134,spotify:track:5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,Deep Purple,71,4307405,"('album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock')",Machine Head,63,0.632,0.586,-11.333,114.243,342173
135,135,spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,75,4618250,"('alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock')",Rage Against The Machine - XX (20th Anniversary Special Edition),79,0.466,0.833,-4.215,88.785,313573
136,136,spotify:track:6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,69,1148665,"('album rock', 'art rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock')",Point Of Know Return (Expanded Edition),77,0.475,0.322,-10.687,93.503,206267
137,137,spotify:track:5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,Lou Reed,66,1441080,"('art rock', 'classic rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter')",Transformer,74,0.575,0.318,-16.729,104.522,254173
138,138,spotify:track:0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,Def Leppard,72,3541782,"('album rock', 'hard rock', 'nwobhm', 'rock')",Hysteria (Super Deluxe),74,0.267,0.953,-4.899,84.989,267307
139,139,spotify:track:5UwbnHhjnbinJH8TefuQfN,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,65,895663,"('album rock', 'blues rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock')",Distant Light (1999 Remaster),65,0.757,0.868,-9.326,138.923,199200
140,140,spotify:track:4uGIJG1jYFonGc4LGp5uQL,Somebody to Love,Jefferson Airplane,65,1273456,"('acid rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock')",Surrealistic Pillow,72,0.504,0.578,-9.302,132.411,174840
141,141,spotify:track:4d9RTWdrFLVAGhdzvqxkwn,Losing My Religion,R.E.M.,76,3308379,"('alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock')",Out Of Time,0,0.7,0.686,-10.338,125.412,268933
142,142,spotify:track:5XcZRgJv3zMhTqCyESjQrF,Poison,Alice Cooper,67,2817222,"('album rock', 'blues rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock')",Trash,73,0.28,0.908,-5.509,118.698,270080
143,143,spotify:track:4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,67,1279378,"('album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock')",The Cars,70,0.619,0.579,-9.307,127.224,225627
144,144,spotify:track:51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,Prince,74,5734360,"('funk', 'funk rock', 'minneapolis sound', 'synth funk')",Purple Rain,71,0.729,0.989,-4.613,126.47,352906
145,145,spotify:track:5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,66,1173858,"('album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock', 'soft rock')",Agents Of Fortune,76,0.333,0.927,-8.55,141.466,308120
146,146,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins,75,3667742,"('alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock')",Mellon Collie And The Infinite Sadness (Deluxe Edition),77,0.767,0.787,-9.897,126.879,266200
147,147,spotify:track:6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,81,7495419,"('album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock')",Hotel California (2013 Remaster),72,0.667,0.755,-7.246,109.535,286220
148,148,spotify:track:1dv3ePjze9tPq2pk8eWJdR,Gimme Shelter,The Rolling Stones,82,11168521,"('british invasion', 'classic rock', 'rock')",Let It Bleed,0,0.63,0.616,-8.128,118.65,270773
149,149,spotify:track:4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,78,6772742,"('alternative rock', 'modern rock', 'permanent wave', 'rock')",The Resistance,77,0.602,0.905,-4.046,128.019,304840
150,150,spotify:track:1WGmhglF1ghRiHsx4YUq86,Love & War,Kodak Black,85,7602058,"('florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap')",Love & War,72,0.762,0.649,-5.624,145.09,239146
151,151,spotify:track:7uLFOXgLrS90tEYPO1DGXy,Man in the Mirror,A Boogie Wit da Hoodie,87,6171052,"('melodic rap', 'rap', 'trap')",B4 AVA,80,0.849,0.631,-4.241,135.997,215304
152,152,spotify:track:2AaJeBEq3WLcfFW1y8svDf,By Your Side,Rod Wave,82,2667740,"('florida rap',)",By Your Side,81,0.649,0.508,-10.232,157.975,194051
153,153,spotify:track:0qHPxjC83zQYcxe39xSShx,thailand,Roddy Ricch,87,7282735,"('melodic rap', 'rap', 'trap')",LIVE LIFE FAST,77,0.875,0.478,-10.562,128.99,200959
155,155,spotify:track:2QIBJFl8DJR1mDh9GwfZef,Don’t Play (with Lil Baby),Polo G,92,6217733,"('chicago rap',)",Hall of Fame 2.0,79,0.684,0.624,-7.414,146.925,156735
156,156,spotify:track:6DmhZu3SFOPOf4PkngL6TE,Too Easy (Remix) [feat. Future & Roddy Ricch],Gunna,89,3712522,"('atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap')",Too Easy (Remix) [feat. Future & Roddy Ricch],73,0.779,0.601,-6.474,156.019,197093
157,157,spotify:track:3rjwafyisDpLdoJ4RecHp6,moved to miami (feat. Lil Baby),Roddy Ricch,87,7282735,"('melodic rap', 'rap', 'trap')",LIVE LIFE FAST,74,0.717,0.444,-11.126,124.685,222225
158,158,spotify:track:15OlC497ScJt9N2BS8lOev,LLC (feat. Moneybagg Yo),Money Man,74,391475,"('memphis hip hop', 'rap', 'southern hip hop', 'trap')",Blockchain,75,0.803,0.495,-5.724,80.972,195154
159,159,spotify:track:7oAN2D1k9Qz8qh2JaNcZrj,NO TRENDS,Mike Dimes,67,47834,(),NO TRENDS,74,0.73,0.707,-4.889,139.941,151300
160,160,spotify:track:1tkipCYkIgti8f1tqjfcWe,Ambition For Cash,Key Glock,80,1039074,"('hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap')",Ambition For Cash,78,0.841,0.732,-5.186,149.012,143480
161,161,spotify:track:4yNoUQkYf1QF8iYlEzNynH,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,74,90339,"('florida rap', 'rap', 'trap')","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",83,0.739,0.74,-5.86,75.575,279853
162,162,spotify:track:1NE8EEo8xpxTLAYHJbmsrY,Retaliation,22Gz,66,281406,"('brooklyn drill', 'nyc rap')",Retaliation,72,0.924,0.681,-6.94,141.982,148687
163,163,spotify:track:1z7LV5wkExwW8YJk0IrPUA,Jumpin (feat. Polo G),NLE Choppa,82,3924225,"('memphis hip hop',)",Jumpin (feat. Polo G),80,0.826,0.616,-5.479,127.925,181199
164,164,spotify:track:4R67rQNSbbsR4TdUVOIdez,ESCAPE PLAN,Travis Scott,93,19340298,"('rap', 'slap house')",ESCAPE PLAN / MAFIA,85,0.839,0.506,-6.714,154.12,149610
165,165,spotify:track:0v36cov6Z6aEV5ZgIlqZMk,Rockstar In His Prime,Juice WRLD,97,21431568,"('chicago rap', 'melodic rap')",Fighting Demons,82,0.685,0.729,-8.694,170.025,180750
166,166,spotify:track:1zwvbkUqTozLnmIECvBfgs,ROOF,DaBaby,89,8746868,"('north carolina hip hop', 'rap')",Back On My Baby Jesus Sh!t AGAIN,78,0.892,0.577,-4.299,145.935,94521
167,167,spotify:track:08F16baYbciTva9P4BvpiI,MAFIA,Travis Scott,93,19340298,"('rap', 'slap house')",ESCAPE PLAN / MAFIA,82,0.855,0.492,-7.578,109.975,240000
168,168,spotify:track:4KDNRh9Oor80z3XIxdWlui,Bubbly (with Drake & Travis Scott),Young Thug,90,6824757,"('atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap')",Punk,82,0.91,0.585,-7.572,129.011,165067
169,169,spotify:track:5qyZ6LcHvBiIHLaoED8K4g,Hot (feat. Moneybagg Yo),Meek Mill,82,5698519,"('hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap')",Expensive Pain,76,0.773,0.623,-5.267,153.1,150527
170,170,spotify:track:14246VCxRDGZHqlMlqWSz4,Wave Gods,Nas,78,2639087,"('conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap')",Magic,65,0.603,0.935,-4.103,87.097,190261
171,171,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),Drake,98,59721518,"('canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap')",Certified Lover Boy,89,0.849,0.424,-9.579,145.887,242966
172,172,spotify:track:7Bpx2vsWfQFBACRz4h3IqH,family ties (with Kendrick Lamar),Baby Keem,83,621036,"('hip hop', 'rap')",family ties (with Kendrick Lamar),84,0.711,0.611,-5.453,134.14,252070
173,173,spotify:track:25GyyK9CyZRiDCsPY51fIT,Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,86,4332623,"('brooklyn drill', 'melodic rap', 'nyc rap')",Not In The Mood (feat. Fivio Foreign & Kay Flock),80,0.545,0.82,-4.489,141.908,150476
174,174,spotify:track:40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Drake,98,59721518,"('canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap')",Certified Lover Boy,88,0.666,0.465,-8.545,167.937,291175
175,175,spotify:track:52nTQQahs46s1iHFQ3Wv5Q,Pissed Me Off,Lil Durk,89,3380939,"('chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap')",Pissed Me Off,75,0.723,0.516,-10.707,155.967,123077
176,176,spotify:track:4c7LkE1lSNj3RR4cZo0jEi,Switches & Dracs (with Lil Durk feat. EST Gee),Moneybagg Yo,83,2544380,"('hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap')",A Gangsta’s Pain: Reloaded,74,0.772,0.563,-8.188,160.064,133631
177,177,spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,Praise God,Kanye West,95,15963491,"('chicago rap', 'rap')",Donda,88,0.798,0.545,-6.466,118.029,226653
178,178,spotify:track:02rdXe0KhMe8p6ZHzYtuw0,lost souls (with Brent Faiyaz),Baby Keem,83,621036,"('hip hop', 'rap')",The Melodic Blue,82,0.649,0.347,-7.67,169.994,269728
179,179,spotify:track:6fSRCnfSfTBCbgoa6Nwhim,Wreck (feat. Big Sean),2 Chainz,82,6807040,"('atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap')",T.R.U. REALigion (Anniversary Edition),68,0.889,0.594,-6.593,119.984,123200
180,180,spotify:track:29TPjc8wxfz4XMn21O7VsZ,Sky,Playboi Carti,89,5770054,"('atl hip hop', 'plugg', 'rap', 'trap')",Whole Lotta Red,87,0.785,0.903,-4.184,139.98,193234
181,181,spotify:track:62l3NSQPUxvcwwzKUmysrE,Bad Man (Smooth Criminal),Polo G,92,6217733,"('chicago rap',)",Hall of Fame 2.0,75,0.882,0.662,-6.382,120.034,106000
182,182,spotify:track:0LlFMKD7MAHwOqkIBsHui6,Scorpio,Moneybagg Yo,83,2544380,"('hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap')",A Gangsta’s Pain: Reloaded,44,0.736,0.532,-7.151,84.983,165773
183,183,spotify:track:42Q71LGgYI4eBdebWn5m6D,Waves,Culture Jam,61,8827,"('pop rap', 'trap')",Waves,71,0.824,0.484,-5.618,77.039,146494
184,184,spotify:track:4HTY26kzdGCKJF1EqcRd2J,Feelin' Like Tunechi,Lil Wayne,90,11309365,"('hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap')",Trust Fund Babies,72,0.559,0.532,-7.679,85.843,186060
186,186,spotify:track:0lihymBRdQmqdUFDTMyLRU,Rambo,Joyner Lucas,79,1824783,"('boston hip hop', 'hip hop', 'pop rap', 'rap')",Rambo,72,0.798,0.482,-9.045,95.263,211654
187,187,spotify:track:6wS2qpDF5iX9jlfOJN4OPg,Young Stunna,YoungBoy Never Broke Again,87,7979648,"('baton rouge rap', 'trap')",From The Bayou,68,0.794,0.741,-5.511,139.957,205582
188,188,spotify:track:25r6MZ4Gtd76l43qnZI1DG,Flocky Flocky (feat. Travis Scott),Don Toliver,85,1907220,"('pop', 'rap', 'trap')",Life of a DON,78,0.8,0.541,-5.05,135.99,183514
189,189,spotify:track:4dZTNKRngStyYNueXCO2FR,Young N Dumb,Polo G,92,6217733,"('chicago rap',)",Hall of Fame 2.0,77,0.465,0.729,-6.93,95.001,172394
190,190,spotify:track:7qM1BWAsZMTYh4BcYLb0uQ,Already Dead,Juice WRLD,97,21431568,"('chicago rap', 'melodic rap')",Already Dead,84,0.74,0.501,-6.339,83.5,231011
191,191,spotify:track:416XBAqBQECEjtMS8dlPQM,Drop Shit,NLE Choppa,82,3924225,"('memphis hip hop',)",Drop Shit,68,0.891,0.636,-7.72,91.502,199220
192,192,spotify:track:6og219WwSl2pU7oXyXfRMe,YAE ENERGY,Lil Yachty,82,7694900,"('atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap')",YAE ENERGY,71,0.877,0.617,-6.2,136.01,102117
193,193,spotify:track:0X5lj4BaAPT5TZPp9Qd5DB,Closure,Kodak Black,85,7602058,"('florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap')",Closure,67,0.57,0.665,-7.81,118.927,288000
194,194,spotify:track:2t6q9bGHggJNAyNdFqDOpA,TWINNEM (Remix) (feat. DaBaby),Coi Leray,70,295123,"('new jersey underground rap', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'viral rap')",TWINNEM (Remix),7,0.928,0.361,-8.662,134.108,160560
195,195,spotify:track:4HyVMzg0sUQsdOxRvSO8Ka,Megan's Piano,Megan Thee Stallion,87,5711474,"('houston rap', 'pop', 'trap queen')",Something for Thee Hotties,78,0.953,0.621,-7.565,132.063,113430
196,196,spotify:track:1LJYn86ysceH708AIkw0VZ,CAN'T TOUCH THIS,BIA,72,241526,"('escape room', 'pop', 'r&b', 'rap latina', 'trap queen')",FOR CERTAIN (Deluxe),71,0.975,0.482,-7.94,125.953,146598
197,197,spotify:track:6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,Latto,71,669527,"('pop', 'pop r&b', 'r&b', 'trap queen')",Big Energy,78,0.935,0.807,-3.838,106.017,173182
198,198,spotify:track:5bjTLWk5cBOACEVPl3oqkU,What A Life,Big Sean,84,9110886,"('detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap')",What A Life,69,0.824,0.782,-5.304,95.012,178431
199,199,spotify:track:2Tq63TjpS5euE9jT1GWleN,Sinister (feat. Lil Wayne),Cordae,73,1612941,"('dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap')",Sinister (feat. Lil Wayne),72,0.57,0.819,-5.027,119.124,148460
202,202,spotify:track:6zIen2DYr2t19vbwqgORY2,Scenic Drive (feat. Ari Lennox & Smino),Khalid,90,14708066,"('pop', 'pop r&b')",Scenic Drive (The Tape),74,0.367,0.552,-9.109,93.467,249773
203,203,spotify:track:1dIWPXMX4kRHj6Dt2DStUQ,Chosen (feat. Ty Dolla $ign),Blxst,77,234879,"('pop rap',)",No Love Lost (Deluxe),84,0.571,0.767,-5.16,93.421,161684
204,204,spotify:track:0GDTDoQIJPk8zKBK4r1pzK,Come For Me (Unlocked) (feat. Khalid & Lucky Daye),Alicia Keys,82,9327246,"('hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary')",KEYS,64,0.668,0.511,-7.221,140.977,209853
205,205,spotify:track:1NKilzEyipTC34AHEMnKAl,Rent Free,6LACK,82,3278224,"('alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap')",Rent Free / By Any Means,71,0.771,0.656,-5.313,105.039,202825
206,206,spotify:track:3FImu2LpSuH6gDHBuFgIbS,DO 4 LOVE,Snoh Aalegra,71,716115,"('alternative r&b', 'chill r&b', 'indie r&b', 'pop', 'r&b', 'scandinavian r&b', 'swedish soul')",Spotify Singles,68,0.367,0.142,-12.717,69.827,189463
207,207,spotify:track:4XkrlDVc8UQUvsyRsxvU0M,Wild Side (feat. Cardi B),Normani,75,1629783,"('dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary')",Wild Side (feat. Cardi B),31,0.74,0.576,-6.744,110.095,209476
208,208,spotify:track:1DOgkaR5Gqa8JtPEIbQORC,Over,Lucky Daye,71,295485,"('alternative r&b', 'chill r&b', 'indie r&b', 'pop', 'pop r&b', 'r&b')",Over,69,0.677,0.541,-6.057,103.369,205276
209,209,spotify:track:1mSdbey7RstGLY2udgXv74,Essence (feat. Justin Bieber & Tems),WizKid,80,1374411,"('afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop')",Essence (feat. Justin Bieber & Tems),76,0.835,0.691,-5.828,103.999,263289
210,210,spotify:track:2vjsCzLbe7ZPuTIdN8s4E4,Amazing (feat. DJ Khaled),Mary J. Blige,75,2922799,"('contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary')",Amazing (feat. DJ Khaled),65,0.629,0.818,-4.234,159.9,160018
211,211,spotify:track:7M4fSXTAUQih72cf0FbMgA,Poison,Aaliyah,72,3007947,"('contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary')",Poison (feat. The Weeknd),74,0.599,0.547,-7.498,90.271,162632
212,212,spotify:track:0tkgmjBMU6qSxolAKB3f2H,MERCEDES,Brent Faiyaz,83,2017409,"('dmv rap', 'pop', 'r&b', 'rap')",MERCEDES,76,0.547,0.619,-6.485,76.285,233070
213,213,spotify:track:6ElfCM1XppU0YWkkFYh4s2,Pressure,Ari Lennox,72,492635,"('alternative r&b', 'dmv rap', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary')",Pressure,70,0.85,0.658,-5.558,144.445,193279
215,215,spotify:track:5ywsqu9AEJnEJhJ05Vf9Me,Blast Off,Bruno Mars,93,36593870,"('dance pop', 'pop')",An Evening With Silk Sonic,78,0.482,0.548,-9.946,76.017,284870
216,216,spotify:track:501mFwKeLnybf8JO3XL66O,Altar,Kehlani,80,5352500,"('dance pop', 'pop', 'pop rap', 'r&b')",Altar,72,0.554,0.854,-3.313,83.823,243091
217,217,spotify:track:1KkxtIMy5n9AN0hhlzWbAc,Best Of Me (Originals),Alicia Keys,82,9327246,"('hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary')",Best Of Me,63,0.739,0.849,-7.563,79.98,238999
218,218,spotify:track:0k4d5YPDr1r7FX77VdqWez,You Right,Doja Cat,95,13715403,"('dance pop', 'pop')",Planet Her,88,0.828,0.621,-6.414,128.986,186173
219,219,spotify:track:3Z9B9GQ2fFx4IRCG8bbWys,Somebody’s Son (Ft Brandy),Tiwa Savage,64,527124,"('afro dancehall', 'afropop', 'azonto', 'azontobeats', 'nigerian pop')",Water & Garri,67,0.705,0.809,-4.484,107.21,218131
220,220,spotify:track:5VQagemEOLpJJikcLzDNYR,Crazy Tings,Tems,75,337473,"('afro r&b', 'alte', 'nigerian pop', 'r&b')",Crazy Tings,67,0.659,0.502,-11.088,199.891,182400
221,221,spotify:track:081Shn2hU3YxvQmGaCPegr,Unloyal (with Ari Lennox),Summer Walker,85,3002702,"('pop', 'r&b')",Still Over It,73,0.805,0.51,-6.179,127.983,207295
